ರಸ್ತೆ ಸರಿಯಾಗಿ ನಿರ್ಮಾಣವಾಗಿಲ್ಲ,road
ರಸ್ತೆ ಮೇಲೆ ಕಲ್ಲುಗಳು ಇವೆ,road
ರಸ್ತೆ ತುಂಬಾ ಹಾಳಾದ ಸ್ಥಿತಿಯಲ್ಲಿ ಇದೆ,road
ರಸ್ತೆ ಕೆಲಸ ಅರ್ಧದಲ್ಲಿ ನಿಂತಿದೆ,road
ರಸ್ತೆ ತುಂಬಾ ಕೆಸರು ಆಗಿದೆ,road
ರಸ್ತೆಯಲ್ಲಿ ವಾಹನ ಓಡಿಸಲು ಕಷ್ಟವಾಗಿದೆ,road
ರಸ್ತೆ ಸಂಪೂರ್ಣವಾಗಿ ಹಾಳಾಗಿದೆ,road
ರಸ್ತೆ ತುರ್ತು ದುರಸ್ತಿ ಅಗತ್ಯವಿದೆ,road
ವಿದ್ಯುತ್ ಸರಬರಾಜು ಸಂಪೂರ್ಣವಾಗಿ ನಿಂತಿದೆ,electricity
ವಿದ್ಯುತ್ ಸಮಸ್ಯೆ ದಿನದಿಂದ ದಿನಕ್ಕೆ ಹೆಚ್ಚುತ್ತಿದೆ,electricity
ವಿದ್ಯುತ್ ಲೈನ್ ಒಡೆದಿದೆ,electricity
ವಿದ್ಯುತ್ ಸೇವೆ ಸರಿಯಾಗಿ ನಡೆಯುತ್ತಿಲ್ಲ,electricity
ವಿದ್ಯುತ್ ಕಡಿತ ದಿನವೂ ಆಗುತ್ತಿದೆ,electricity
ವಿದ್ಯುತ್ ಇಲ್ಲದೆ ಜೀವನ ಕಷ್ಟವಾಗಿದೆ,electricity
ವಿದ್ಯುತ್ ಸಂಪರ್ಕ ಕಡಿತವಾಗಿದೆ,electricity
ವಿದ್ಯುತ್ ವ್ಯವಸ್ಥೆ ದೋಷವಾಗಿದೆ,electricity
ವಿದ್ಯುತ್ ಪೂರೈಕೆ ಅಸ್ಥಿರವಾಗಿದೆ,electricity
ವಿದ್ಯುತ್ ಮರುಮರು ಕಡಿತ ಆಗುತ್ತಿದೆ,electricity
ವಿದ್ಯುತ್ ಕಂಬ ಅಪಾಯಕಾರಿಯಾಗಿದೆ,electricity
ವಿದ್ಯುತ್ ವ್ಯವಸ್ಥೆ ಸರಿಪಡಿಸಬೇಕು,electricity
ವಿದ್ಯುತ್ ಸಮಸ್ಯೆ ತಕ್ಷಣ ಪರಿಹರಿಸಿ,electricity
ವಿದ್ಯುತ್ ಲೈನ್ ತೂಗುತಿದೆ,electricity
ವಿದ್ಯುತ್ ಪೂರೈಕೆ ವಿಳಂಬವಾಗಿದೆ,electricity
ವಿದ್ಯುತ್ ಇಲ್ಲದ ಕಾರಣ ಸಮಸ್ಯೆ ಹೆಚ್ಚಾಗಿದೆ,electricity
ವಿದ್ಯುತ್ ತೊಂದರೆ ಮುಂದುವರಿದಿದೆ,electricity
ವಿದ್ಯುತ್ ಸೇವೆ ಕಡಿಮೆಯಾಗಿದೆ,electricity
ವಿದ್ಯುತ್ ಸಂಪರ್ಕ ಸಮಸ್ಯೆ ಹೆಚ್ಚಾಗಿದೆ,electricity
ವಿದ್ಯುತ್ ಸರಬರಾಜು ಕೆಟ್ಟಾಗಿದೆ,electricity
ಆಸ್ಪತ್ರೆಯಲ್ಲಿ ರೋಗಿಗಳಿಗೆ ಸರಿಯಾದ ಚಿಕಿತ್ಸೆ ಸಿಗುತ್ತಿಲ್ಲ,health
ಆಸ್ಪತ್ರೆಯಲ್ಲಿ ವೈದ್ಯಕೀಯ ಸೌಲಭ್ಯ ಕೊರತೆ ಇದೆ,health
ಆಸ್ಪತ್ರೆಯಲ್ಲಿ ಉಪಕರಣಗಳಿಲ್ಲ,health
ಆಸ್ಪತ್ರೆಯಲ್ಲಿ ಸಿಬ್ಬಂದಿ ಸಹಕಾರ ಇಲ್ಲ,health
ಆಸ್ಪತ್ರೆಯಲ್ಲಿ ಕಾಯುವ ಸಮಯ ತುಂಬಾ ಹೆಚ್ಚು,health
ಆಸ್ಪತ್ರೆಯಲ್ಲಿ ತುರ್ತು ಸೇವೆ ಲಭ್ಯವಿಲ್ಲ,health
ಆಸ್ಪತ್ರೆ ಪರಿಸ್ಥಿತಿ ಅತ್ಯಂತ ಕೆಟ್ಟಾಗಿದೆ,health
ಆಸ್ಪತ್ರೆಯಲ್ಲಿ ಸ್ವಚ್ಛತೆ ತುಂಬಾ ಕೆಟ್ಟಿದೆ,health
ಆಸ್ಪತ್ರೆಯಲ್ಲಿ ಔಷಧಿ ಕೊರತೆ ಇದೆ,health
ಆಸ್ಪತ್ರೆ ನಿರ್ವಹಣೆ ಸರಿಯಿಲ್ಲ,health
ಆಸ್ಪತ್ರೆಯಲ್ಲಿ ಸೇವೆ ನಿಧಾನವಾಗಿದೆ,health
ಆಸ್ಪತ್ರೆಯಲ್ಲಿ ಡಾಕ್ಟರ್ ಸಿಗುವುದಿಲ್ಲ,health
ಆಸ್ಪತ್ರೆಯಲ್ಲಿ ಸೌಲಭ್ಯಗಳ ಕೊರತೆ ಇದೆ,health
ಆಸ್ಪತ್ರೆ ತುಂಬಾ ಜನಸಂದಣಿ ಇದೆ,health
ಆಸ್ಪತ್ರೆಯಲ್ಲಿ ರೋಗಿಗಳಿಗೆ ಗಮನ ಕೊಡಲಾಗುತ್ತಿಲ್ಲ,health
ಆಸ್ಪತ್ರೆಯಲ್ಲಿ ಚಿಕಿತ್ಸೆ ತಡವಾಗುತ್ತಿದೆ,health
ಆಸ್ಪತ್ರೆಯಲ್ಲಿ ಸೇವೆ ತೃಪ್ತಿಕರವಾಗಿಲ್ಲ,health
ಆಸ್ಪತ್ರೆಯಲ್ಲಿ ನಿರ್ಲಕ್ಷ್ಯ ಹೆಚ್ಚಾಗಿದೆ,health
ಆಸ್ಪತ್ರೆಯಲ್ಲಿ ಮೂಲಭೂತ ಸೌಲಭ್ಯ ಇಲ್ಲ,health
ಆಸ್ಪತ್ರೆ ಪರಿಸರ ಅಸ್ವಚ್ಛವಾಗಿದೆ,health
ಶಾಲೆಯಲ್ಲಿ ತರಗತಿಗಳು ಸರಿಯಾಗಿ ನಡೆಯುತ್ತಿಲ್ಲ,education
ಶಾಲೆಯಲ್ಲಿ ವಿದ್ಯಾರ್ಥಿಗಳಿಗೆ ನೆರವು ಇಲ್ಲ,education
ಶಾಲೆಯಲ್ಲಿ ಶಿಕ್ಷಕರು ಕಡಿಮೆ ಇದ್ದಾರೆ,education
ಶಾಲೆಯ ಕಟ್ಟಡ ಅಪಾಯಕಾರಿಯಾಗಿದೆ,education
ಶಾಲೆಯಲ್ಲಿ ಕುಡಿಯುವ ನೀರು ಇಲ್ಲ,education
ಶಾಲೆಯಲ್ಲಿ ಸೌಲಭ್ಯಗಳ ಕೊರತೆ ಇದೆ,education
ಶಾಲೆಯಲ್ಲಿ ಪಾಠ ಬೋಧನೆ ಸರಿಯಿಲ್ಲ,education
ಶಾಲೆ ನಿರ್ವಹಣೆ ದುರ್ಬಲವಾಗಿದೆ,education
ಶಾಲೆಯಲ್ಲಿ ವಿದ್ಯುತ್ ವ್ಯವಸ್ಥೆ ದೋಷವಾಗಿದೆ,education
ಶಾಲೆಯಲ್ಲಿ ಪುಸ್ತಕಗಳು ಲಭ್ಯವಿಲ್ಲ,education
ಶಾಲೆಯಲ್ಲಿ ಶೌಚಾಲಯ ಸೌಲಭ್ಯ ಇಲ್ಲ,education
ಶಾಲೆ ಪರಿಸರ ಅಸ್ವಚ್ಛವಾಗಿದೆ,education
ಶಾಲೆಯಲ್ಲಿ ವಿದ್ಯಾರ್ಥಿಗಳಿಗೆ ಆಸನ ಇಲ್ಲ,education
ಶಾಲೆಯಲ್ಲಿ ಶಿಕ್ಷಕರು ಹಾಜರಿಲ್ಲ,education
ಶಾಲೆ ಸೇವೆ ತೃಪ್ತಿಕರವಾಗಿಲ್ಲ,education
ಶಾಲೆಯಲ್ಲಿ ಮೂಲಭೂತ ಸೌಲಭ್ಯ ಇಲ್ಲ,education
ಶಾಲೆಯಲ್ಲಿ ತರಗತಿ ಕೊಠಡಿ ಕೊರತೆ ಇದೆ,education
ಶಾಲೆ ಪರಿಸ್ಥಿತಿ ಹಾಳಾಗಿದೆ,education
ಶಾಲೆಯಲ್ಲಿ ಶಿಕ್ಷಣ ಗುಣಮಟ್ಟ ಕಡಿಮೆಯಾಗಿದೆ,education
ಶಾಲೆಯಲ್ಲಿ ನೀರು ಪೂರೈಕೆ ಇಲ್ಲ,education
ಪೊಲೀಸರು ದೂರು ದಾಖಲಿಸಿಲ್ಲ,police
ಪೊಲೀಸರು ಸಹಾಯ ಮಾಡಲು ನಿರಾಕರಿಸಿದ್ದಾರೆ,police
ಪೊಲೀಸ್ ಸ್ಪಂದನೆ ತಡವಾಗಿದೆ,police
ಪೊಲೀಸ್ ಠಾಣೆ ಸೇವೆ ದುರ್ಬಲವಾಗಿದೆ,police
ಸುರಕ್ಷತೆ ಸಮಸ್ಯೆ ಹೆಚ್ಚಾಗಿದೆ,police
ಪೊಲೀಸರು ತನಿಖೆ ಮಾಡಿಲ್ಲ,police
ಪೊಲೀಸ್ ಕ್ರಮ ನಿಧಾನವಾಗಿದೆ,police
ಪೊಲೀಸರು ದೂರು ಕಡೆಗಣಿಸಿದ್ದಾರೆ,police
ಪೊಲೀಸರು ಸಹಕಾರ ನೀಡುತ್ತಿಲ್ಲ,police
ಪೊಲೀಸ್ ಇಲಾಖೆ ಸ್ಪಂದನೆ ಇಲ್ಲ,police
ಪೊಲೀಸರು ಸಮಯಕ್ಕೆ ಬರಲಿಲ್ಲ,police
ಪೊಲೀಸ್ ಸಹಾಯ ವಿಳಂಬವಾಗಿದೆ,police
ಪೊಲೀಸರು ಕ್ರಮ ಕೈಗೊಂಡಿಲ್ಲ,police
ಪೊಲೀಸ್ ಸೇವೆ ಕೆಟ್ಟಾಗಿದೆ,police
ಪೊಲೀಸರು ಸ್ಪಂದನೆ ನೀಡಿಲ್ಲ,police
ಸುರಕ್ಷತೆ ಕೊರತೆ ಹೆಚ್ಚಾಗಿದೆ,police
ಪೊಲೀಸ್ ವ್ಯವಸ್ಥೆ ದುರ್ಬಲವಾಗಿದೆ,police
ಪೊಲೀಸರು ದೂರು ಸ್ವೀಕರಿಸಲಿಲ್ಲ,police
ಪೊಲೀಸರು ಪ್ರಕರಣ ತನಿಖೆ ಮಾಡಿಲ್ಲ,police
ಪೊಲೀಸರು ಸಹಾಯ ನೀಡಲಿಲ್ಲ,police
ಕಸ ತೆರವು ಮಾಡಲಾಗುತ್ತಿಲ್ಲ,sanitation
ಕಸ ಸಂಗ್ರಹಣೆ ಸರಿಯಾಗಿ ಇಲ್ಲ,sanitation
ಕಸ ಎಲ್ಲೆಲ್ಲೂ ಬಿದ್ದಿದೆ,sanitation
ಕಸದ ಸಮಸ್ಯೆ ದಿನದಿಂದ ದಿನಕ್ಕೆ ಹೆಚ್ಚುತ್ತಿದೆ,sanitation
ಸ್ವಚ್ಛತೆ ಸಂಪೂರ್ಣ ಇಲ್ಲ,sanitation
ಕಸದ ಬುಟ್ಟಿ ತುಂಬಿ ಹೋಗಿದೆ,sanitation
ಕಸದಿಂದ ದುರ್ಗಂಧ ಹೆಚ್ಚಾಗಿದೆ,sanitation
ಕಸ ತೆರವು ವಿಳಂಬವಾಗಿದೆ,sanitation
ಸ್ವಚ್ಛತಾ ಸಿಬ್ಬಂದಿ ಇಲ್ಲ,sanitation
ಕಸ ನಿರ್ವಹಣೆ ಕೆಟ್ಟಾಗಿದೆ,sanitation
ಕಸ ಎಲ್ಲೆಡೆ ಹರಡಿದೆ,sanitation
ಸ್ವಚ್ಛತೆ ಪರಿಸ್ಥಿತಿ ಕೆಟ್ಟಿದೆ,sanitation
ಕಸ ಸಮಯಕ್ಕೆ ತೆಗೆದುಕೊಳ್ಳುವುದಿಲ್ಲ,sanitation
ಸ್ವಚ್ಛತಾ ವ್ಯವಸ್ಥೆ ಅಸ್ತವ್ಯಸ್ತವಾಗಿದೆ,sanitation
ಕಸ ಸಮಸ್ಯೆ ತೀವ್ರವಾಗಿದೆ,sanitation
ಕಸ ರಸ್ತೆ ಮೇಲೆ ಇದೆ,sanitation
ಸ್ವಚ್ಛತಾ ಸೇವೆ ಸರಿಯಿಲ್ಲ,sanitation
ಕಸ ತೆರವು ಕಾರ್ಯ ನಡೆಯುತ್ತಿಲ್ಲ,sanitation
ಕಸ ನಿರ್ವಹಣೆ ವಿಳಂಬವಾಗಿದೆ,sanitation
ಸ್ವಚ್ಛತೆ ಕೊರತೆ ಇದೆ,sanitation
ಬಸ್ ಸೇವೆ ಅಸ್ಥಿರವಾಗಿದೆ,transport
ಬಸ್ ಸಮಯ ಪಾಲನೆ ಇಲ್ಲ,transport
ಸಾರಿಗೆ ವ್ಯವಸ್ಥೆ ಅಸ್ತವ್ಯಸ್ತವಾಗಿದೆ,transport
ಬಸ್ ತುಂಬಾ ತಡವಾಗಿ ಬರುತ್ತದೆ,transport
ಸಾರಿಗೆ ಸಂಪರ್ಕ ಕಡಿಮೆ ಇದೆ,transport
ಬಸ್ ಸೌಲಭ್ಯ ಸರಿಯಿಲ್ಲ,transport
ಬಸ್ ನಿಲ್ಲುವುದಿಲ್ಲ,transport
ಆಟೋ ಸಿಗುವುದಿಲ್ಲ,transport
ಸಾರಿಗೆ ವೆಚ್ಚ ಹೆಚ್ಚಾಗಿದೆ,transport
ಬಸ್ ಸೇವೆ ಕಡಿಮೆಯಾಗಿದೆ,transport
ಸಾರಿಗೆ ವ್ಯವಸ್ಥೆ ಕೆಟ್ಟಾಗಿದೆ,transport
ಬಸ್ ನಿರ್ವಹಣೆ ದುರ್ಬಲವಾಗಿದೆ,transport
ಬಸ್ ವಿಳಂಬವಾಗಿದೆ,transport
ಸಾರಿಗೆ ಸಮಸ್ಯೆ ಹೆಚ್ಚಾಗಿದೆ,transport
ಬಸ್ ಸರ್ವಿಸ್ ಅಲ್ಪವಾಗಿದೆ,transport
ಸಾರಿಗೆ ವ್ಯವಸ್ಥೆ ಸರಿಪಡಿಸಬೇಕು,transport
ಬಸ್ ಸೌಲಭ್ಯ ಕೊರತೆ ಇದೆ,transport
ಬಸ್ ಸೇವೆ ಸಮಯಕ್ಕೆ ಇಲ್ಲ,transport
ಸಾರಿಗೆ ವ್ಯವಸ್ಥೆ ಅಪೂರ್ಣವಾಗಿದೆ,transport
ಬಸ್ ಸಂಪರ್ಕ ಕಡಿಮೆಯಾಗಿದೆ,transport
ನಮ್ಮ ಕಡೆಗೆ ನೀರು ಬರುತ್ತಿಲ್ಲ,water
ನೀರಿನ ಸಮಸ್ಯೆ ಕಳೆದ ವಾರದಿಂದ ಇದೆ,water
ನೀರು ಸಂಪೂರ್ಣವಾಗಿ ನಿಂತಿದೆ,water
ನೀರು ಸರಬರಾಜು ಸರಿಯಾಗಿಲ್ಲ,water
ನೀರಿನ ಗುಣಮಟ್ಟ ತುಂಬಾ ಕೆಟ್ಟಾಗಿದೆ,water
ನೀರಿನಲ್ಲಿ ಕಸ ಬರುತ್ತಿದೆ,water
ನೀರು ದುರ್ವಾಸನೆ ಬರುತ್ತಿದೆ,water
ನೀರಿನ ಲೈನ್ ಕೆಲಸ ಮಾಡುತ್ತಿಲ್ಲ,water
ನೀರು ಕಡಿಮೆ ಒತ್ತಡದಲ್ಲಿ ಬರುತ್ತಿದೆ,water
ನೀರು ಕೆಲವೇ ನಿಮಿಷಗಳು ಮಾತ್ರ ಬರುತ್ತದೆ,water
ನೀರಿನ ಸರಬರಾಜು ಸ್ಥಗಿತವಾಗಿದೆ,water
ನೀರಿನ ಪೂರೈಕೆ ತಡವಾಗಿದೆ,water
ನೀರಿನ ಸಮಸ್ಯೆ ತಕ್ಷಣ ಸರಿಪಡಿಸಿ,water
ನೀರು ಲಭ್ಯವಿಲ್ಲ,water
ನೀರು ಸರಿಯಾಗಿ ಪೂರೈಕೆ ಆಗುತ್ತಿಲ್ಲ,water
ನೀರು ಹಲವು ದಿನಗಳಿಂದ ಇಲ್ಲ,water
ನೀರಿನ ಸಂಪರ್ಕ ಕಡಿತವಾಗಿದೆ,water
ನೀರಿನ ಪಂಪ್ ನಿಲ್ಲಿಸಿದೆ,water
ನೀರು ಹರಿಯುತ್ತಿಲ್ಲ,water
ನೀರಿನ ತೊಂದರೆ ಹೆಚ್ಚಾಗಿದೆ,water
ರಸ್ತೆ ತುಂಬಾ ಹಾಳಾಗಿದೆ,road
ರಸ್ತೆಯಲ್ಲಿ ವಾಹನ ಓಡಿಸಲು ಸಾಧ್ಯವಿಲ್ಲ,road
ರಸ್ತೆ ಸಂಪೂರ್ಣ ಕೆಟ್ಟಾಗಿದೆ,road
ರಸ್ತೆ ದುರಸ್ತಿ ಆಗಿಲ್ಲ,road
ರಸ್ತೆ ತುಂಬಾ ಅಸಮವಾಗಿದೆ,road
ರಸ್ತೆಯಲ್ಲಿ ಮಣ್ಣು ತುಂಬಿದೆ,road
ರಸ್ತೆ ಸಂಚಾರಕ್ಕೆ ಅಪಾಯಕರವಾಗಿದೆ,road
ರಸ್ತೆಯಲ್ಲಿ ನೀರು ತುಂಬಿದೆ,road
ರಸ್ತೆ ಕೆಲಸ ನಿಂತಿದೆ,road
ರಸ್ತೆ ತುಂಬಾ ಕೆಸರು ಆಗಿದೆ,road
ರಸ್ತೆ ನಿರ್ವಹಣೆ ಇಲ್ಲ,road
ರಸ್ತೆಯಲ್ಲಿ ಬೆಳಕು ಇಲ್ಲ,road
ರಸ್ತೆ ಸರಿಯಾಗಿ ನಿರ್ಮಿಸಲಿಲ್ಲ,road
ರಸ್ತೆ ತುಂಬಾ ಅಪಾಯಕಾರಿ ಇದೆ,road
ರಸ್ತೆ ದುರಸ್ತಿ ತಡವಾಗಿದೆ,road
ರಸ್ತೆ ತುಂಬಾ ಹಾನಿಯಾಗಿದೆ,road
ರಸ್ತೆ ಸಂಚಾರಕ್ಕೆ ಕಷ್ಟವಾಗಿದೆ,road
ರಸ್ತೆ ತುಂಬಾ ಕೆಟ್ಟ ಸ್ಥಿತಿಯಲ್ಲಿ ಇದೆ,road
ರಸ್ತೆ ಮೇಲೆ ಕಲ್ಲುಗಳು ಬಿದ್ದಿವೆ,road
ರಸ್ತೆ ತಕ್ಷಣ ಸರಿಪಡಿಸಿ,road
ವಿದ್ಯುತ್ ಇಲ್ಲದ ಪರಿಸ್ಥಿತಿ ಇದೆ,electricity
ವಿದ್ಯುತ್ ಸರಬರಾಜು ಸ್ಥಗಿತವಾಗಿದೆ,electricity
ವಿದ್ಯುತ್ ಸಮಸ್ಯೆ ಹೆಚ್ಚಾಗಿದೆ,electricity
ವಿದ್ಯುತ್ ಮರುಮರು ಕಡಿತ ಆಗುತ್ತಿದೆ,electricity
ವಿದ್ಯುತ್ ಲೈನ್ ಹಾನಿಯಾಗಿದೆ,electricity
ವಿದ್ಯುತ್ ಪೂರೈಕೆ ಸರಿಯಾಗಿಲ್ಲ,electricity
ವಿದ್ಯುತ್ ಸಂಪರ್ಕ ಕಡಿತವಾಗಿದೆ,electricity
ವಿದ್ಯುತ್ ವ್ಯವಸ್ಥೆ ಕೆಟ್ಟಿದೆ,electricity
ವಿದ್ಯುತ್ ಸಮಸ್ಯೆ ತೀವ್ರವಾಗಿದೆ,electricity
ವಿದ್ಯುತ್ ಸರಿಯಾಗಿ ಬರುತ್ತಿಲ್ಲ,electricity
ವಿದ್ಯುತ್ ಲೈನ್ ಕಟ್ ಆಗಿದೆ,electricity
ವಿದ್ಯುತ್ ಕಂಬ ದೋಷವಾಗಿದೆ,electricity
ವಿದ್ಯುತ್ ಸೇವೆ ಅಸ್ಥಿರವಾಗಿದೆ,electricity
ವಿದ್ಯುತ್ ತೊಂದರೆ ಹೆಚ್ಚಾಗಿದೆ,electricity
ವಿದ್ಯುತ್ ಪೂರೈಕೆ ವಿಳಂಬವಾಗಿದೆ,electricity
ವಿದ್ಯುತ್ ಸೇವೆ ಸರಿಯಾಗಿಲ್ಲ,electricity
ವಿದ್ಯುತ್ ಮರುಮರು ಹೋಗುತ್ತಿದೆ,electricity
ವಿದ್ಯುತ್ ಸಮಸ್ಯೆ ಮುಂದುವರಿದಿದೆ,electricity
ವಿದ್ಯುತ್ ಇಲ್ಲದ ಕಾರಣ ಸಮಸ್ಯೆ ಇದೆ,electricity
ವಿದ್ಯುತ್ ತಕ್ಷಣ ಸರಿಪಡಿಸಿ,electricity
ಆಸ್ಪತ್ರೆಯಲ್ಲಿ ಸೇವೆ ಸರಿಯಾಗಿ ಇಲ್ಲ,health
ಆಸ್ಪತ್ರೆಯಲ್ಲಿ ವೈದ್ಯರು ಲಭ್ಯವಿಲ್ಲ,health
ಆಸ್ಪತ್ರೆಯಲ್ಲಿ ಔಷಧಿ ಕೊರತೆ ಇದೆ,health
ರೋಗಿಗಳಿಗೆ ಚಿಕಿತ್ಸೆ ಸಿಗುವುದಿಲ್ಲ,health
ಆಸ್ಪತ್ರೆ ಪರಿಸ್ಥಿತಿ ಹಾಳಾಗಿದೆ,health
ಆಸ್ಪತ್ರೆಯಲ್ಲಿ ಸ್ವಚ್ಛತೆ ಇಲ್ಲ,health
ಆಸ್ಪತ್ರೆಯಲ್ಲಿ ಸಿಬ್ಬಂದಿ ಇಲ್ಲ,health
ಆಸ್ಪತ್ರೆಯಲ್ಲಿ ತುರ್ತು ಸೇವೆ ಇಲ್ಲ,health
ಆಸ್ಪತ್ರೆಯಲ್ಲಿ ದೀರ್ಘ ಸಾಲು ಇದೆ,health
ಆಸ್ಪತ್ರೆ ತುಂಬಾ ಜನಸಂದಣಿ ಇದೆ,health
ಆಸ್ಪತ್ರೆಯಲ್ಲಿ ಚಿಕಿತ್ಸೆ ತಡವಾಗುತ್ತಿದೆ,health
ಆಸ್ಪತ್ರೆಯಲ್ಲಿ ಸೌಲಭ್ಯ ಕಡಿಮೆ ಇದೆ,health
ಆಸ್ಪತ್ರೆಯಲ್ಲಿ ನಿರ್ಲಕ್ಷ್ಯ ಇದೆ,health
ಆಸ್ಪತ್ರೆ ನಿರ್ವಹಣೆ ಕೆಟ್ಟಿದೆ,health
ಆಸ್ಪತ್ರೆಯಲ್ಲಿ ರೋಗಿಗಳಿಗೆ ಗಮನ ಇಲ್ಲ,health
ಆಸ್ಪತ್ರೆ ಪರಿಸರ ಅಸ್ವಚ್ಛವಾಗಿದೆ,health
ಆಸ್ಪತ್ರೆಯಲ್ಲಿ ಉಪಕರಣಗಳ ಕೊರತೆ ಇದೆ,health
ಆಸ್ಪತ್ರೆ ಸೇವೆ ತೃಪ್ತಿಕರವಾಗಿಲ್ಲ,health
ಆಸ್ಪತ್ರೆಯಲ್ಲಿ ಮೂಲಭೂತ ಸೌಲಭ್ಯ ಇಲ್ಲ,health
ಆಸ್ಪತ್ರೆ ಸಮಸ್ಯೆ ತೀವ್ರವಾಗಿದೆ,health
ಶಾಲೆಯಲ್ಲಿ ಶಿಕ್ಷಕರು ಇಲ್ಲ,education
ಶಾಲೆಯಲ್ಲಿ ವಿದ್ಯಾರ್ಥಿಗಳಿಗೆ ಸೌಲಭ್ಯ ಇಲ್ಲ,education
ಶಾಲೆ ಕಟ್ಟಡ ಹಾಳಾಗಿದೆ,education
ಶಾಲೆಯಲ್ಲಿ ನೀರು ಇಲ್ಲ,education
ಶಾಲೆಯಲ್ಲಿ ಶೌಚಾಲಯ ಸೌಲಭ್ಯ ಇಲ್ಲ,education
ಶಿಕ್ಷಕರು ಬೋಧನೆ ಸರಿಯಾಗಿ ಮಾಡುತ್ತಿಲ್ಲ,education
ಶಾಲೆಯ ಪರಿಸ್ಥಿತಿ ಕೆಟ್ಟಿದೆ,education
ಶಾಲೆಯಲ್ಲಿ ವಿದ್ಯುತ್ ಇಲ್ಲ,education
ಶಾಲೆಯಲ್ಲಿ ಪಾಠ ನಡೆಯುತ್ತಿಲ್ಲ,education
ಶಾಲೆ ನಿರ್ವಹಣೆ ದುರ್ಬಲವಾಗಿದೆ,education
ವಿದ್ಯಾರ್ಥಿಗಳಿಗೆ ಆಸನ ಇಲ್ಲ,education
ಶಾಲೆಯಲ್ಲಿ ಪುಸ್ತಕಗಳು ಇಲ್ಲ,education
ಶಾಲೆಯಲ್ಲಿ ಮೂಲಭೂತ ಸೌಲಭ್ಯ ಕೊರತೆ ಇದೆ,education
ಶಾಲೆಯಲ್ಲಿ ಶಿಕ್ಷಕರ ಕೊರತೆ ಇದೆ,education
ಶಾಲೆ ಪರಿಸರ ಅಸ್ವಚ್ಛವಾಗಿದೆ,education
ಶಾಲೆಯಲ್ಲಿ ತರಗತಿ ಕೊಠಡಿ ಇಲ್ಲ,education
ಶಾಲೆ ಸೇವೆ ತೃಪ್ತಿಕರವಾಗಿಲ್ಲ,education
ಶಾಲೆಯಲ್ಲಿ ಶಿಕ್ಷಣ ಮಟ್ಟ ಕಡಿಮೆಯಾಗಿದೆ,education
ಶಾಲೆಯಲ್ಲಿ ಕುಡಿಯುವ ನೀರು ಇಲ್ಲ,education
ಶಾಲೆ ಸಮಸ್ಯೆ ಹೆಚ್ಚಾಗಿದೆ,education
ಪೊಲೀಸರು ಸ್ಪಂದನೆ ನೀಡುತ್ತಿಲ್ಲ,police
ಪೊಲೀಸರು ಸಹಾಯ ಮಾಡುತ್ತಿಲ್ಲ,police
ಪೊಲೀಸ್ ಠಾಣೆ ಸ್ಪಂದನೆ ಇಲ್ಲ,police
ಪೊಲೀಸರು ದೂರು ಸ್ವೀಕರಿಸಲಿಲ್ಲ,police
ಪೊಲೀಸರು ಕ್ರಮ ಕೈಗೊಂಡಿಲ್ಲ,police
ಪೊಲೀಸರು ತನಿಖೆ ಮಾಡುತ್ತಿಲ್ಲ,police
ಪೊಲೀಸ್ ಸೇವೆ ಕೆಟ್ಟಿದೆ,police
ಸುರಕ್ಷತೆ ಸಮಸ್ಯೆ ಹೆಚ್ಚಾಗಿದೆ,police
ಪೊಲೀಸರು ಸಹಕಾರ ನೀಡುತ್ತಿಲ್ಲ,police
ಪೊಲೀಸ್ ಇಲಾಖೆ ಸ್ಪಂದನೆ ಇಲ್ಲ,police
ಪೊಲೀಸರು ವಿಳಂಬ ಮಾಡುತ್ತಿದ್ದಾರೆ,police
ಪೊಲೀಸರು ಸಮಯಕ್ಕೆ ಬರಲಿಲ್ಲ,police
ಪೊಲೀಸ್ ಸಹಾಯ ಸಿಗುತ್ತಿಲ್ಲ,police
ಪೊಲೀಸರು ದೂರು ಕಡೆಗಣಿಸಿದ್ದಾರೆ,police
ಪೊಲೀಸರು ಕ್ರಮ ನಿಧಾನವಾಗಿದೆ,police
ಪೊಲೀಸ್ ಸೇವೆ ದುರ್ಬಲವಾಗಿದೆ,police
ಪೊಲೀಸರು ಪ್ರಕರಣ ತನಿಖೆ ಮಾಡಿಲ್ಲ,police
ಪೊಲೀಸರು ಸಹಾಯ ನೀಡಲಿಲ್ಲ,police
ಸುರಕ್ಷತೆ ಕಡಿಮೆಯಾಗಿದೆ,police
ಪೊಲೀಸ್ ಸಮಸ್ಯೆ ತೀವ್ರವಾಗಿದೆ,police
ಕಸ ತೆರವು ಮಾಡಲಾಗುತ್ತಿಲ್ಲ,sanitation
ಕಸ ಸಂಗ್ರಹಣೆ ಸರಿಯಾಗಿಲ್ಲ,sanitation
ಕಸ ಎಲ್ಲೆಲ್ಲೂ ಬಿದ್ದಿದೆ,sanitation
ಕಸದಿಂದ ದುರ್ಗಂಧ ಬರುತ್ತಿದೆ,sanitation
ಸ್ವಚ್ಛತೆ ಇಲ್ಲದ ಪರಿಸ್ಥಿತಿ ಇದೆ,sanitation
ಕಸದ ಬುಟ್ಟಿ ತುಂಬಿಕೊಂಡಿದೆ,sanitation
